gene_id	20.NM1__d1	20.NM1__d2
H2NCmale_00004235-RA	0	0
H2NCmale_00004236-RA	0	0
H2NCmale_00004237-RA	0	0
H2NCmale_00004238-RA	0	0
H2NCmale_00004240-RA	0	0
H2NCmale_00004241-RA	0	0
H2NCmale_00004242-RA	0	0
H2NCmale_00004243-RA	0	0
H2NCmale_00004244-RA	0	0
H2NCmale_00004245-RA	0	0
H2NCmale_00004249-RA	0	0
H2NCmale_00004250-RA	0	0
H2NCmale_00004252-RA	0	0
H2NCmale_00004253-RA	0	0
H2NCmale_00004255-RA	0	0
H2NCmale_00004256-RA	0	0
H2NCmale_00004260-RA	0	0
H2NCmale_00004261-RA	0	0
H2NCmale_00004262-RA	0	0
H2NCmale_00004263-RA	0	0
H2NCmale_00004264-RA	0	0
H2NCmale_00004265-RA	0	0
H2NCmale_00004266-RA	0	0
H2NCmale_00004267-RA	0	0
H2NCmale_00004268-RA	0	0
H2NCmale_00004269-RA	0	0
H2NCmale_00004270-RA	0	0
H2NCmale_00004272-RA	0	0
H2NCmale_00004273-RA	0	0
H2NCmale_00004274-RA	0	0
H2NCmale_00004275-RA	0	0
H2NCmale_00004277-RA	0	0
H2NCmale_00004278-RA	0	0
H2NCmale_00004279-RA	0	0
H2NCmale_00004280-RA	0	0
H2NCmale_00004281-RA	0	0
H2NCmale_00004284-RA	0	0
H2NCmale_00004285-RA	0	0
H2NCmale_00004286-RA	0	0
H2NCmale_00004288-RA	0	0
H2NCmale_00004289-RA	0	0
H2NCmale_00004291-RA	0	0
H2NCmale_00004292-RA	0	0
H2NCmale_00004296-RA	0	0
H2NCmale_00004297-RA	0	0
H2NCmale_00004298-RA	0	0
H2NCmale_00004304-RA	0	0
H2NCmale_00004305-RA	0	0
H2NCmale_00004313-RA	0	0
H2NCmale_00004314-RA	0	0
H2NCmale_00004319-RA	0	0
H2NCmale_00004321-RA	0	0
H2NCmale_00004323-RA	0	0
H2NCmale_00004325-RA	0	0
H2NCmale_00004326-RA	0	0
H2NCmale_00004327-RA	0	0
H2NCmale_00004333-RA	0	0
H2NCmale_00004334-RA	0	0
H2NCmale_00004335-RA	0	0
H2NCmale_00004336-RA	0	0
H2NCmale_00004337-RA	0	0
H2NCmale_00004338-RA	0	0
H2NCmale_00004340-RA	0	0
H2NCmale_00004341-RA	0	0
H2NCmale_00004348-RA	0	0
H2NCmale_00004349-RA	0	0
H2NCmale_00004350-RA	0	0
H2NCmale_00004351-RA	0	0
H2NCmale_00004354-RA	0	0
H2NCmale_00004355-RA	0	0
H2NCmale_00004356-RA	0	0
H2NCmale_00004357-RA	0	0
H2NCmale_00004359-RA	0	0
H2NCmale_00004368-RA	0	0
H2NCmale_00004378-RA	0	0
H2NCmale_00004379-RA	0	0
H2NCmale_00004380-RA	0	0
H2NCmale_00004381-RA	0	0
H2NCmale_00004384-RA	0	0
H2NCmale_00004385-RA	0	0
H2NCmale_00004386-RA	0	0
H2NCmale_00004391-RA	0	0
H2NCmale_00004394-RA	0	0
H2NCmale_00004396-RA	0	0
H2NCmale_00004397-RA	0	0
H2NCmale_00004398-RA	0	0
H2NCmale_00004399-RA	0	0
H2NCmale_00004400-RA	0	0
H2NCmale_00004401-RA	0	0
H2NCmale_00004403-RA	0	0
H2NCmale_00004415-RA	0	0
H2NCmale_00004416-RA	0	0
H2NCmale_00004419-RA	0	0
H2NCmale_00004421-RA	0	0
H2NCmale_00004428-RA	0	0
H2NCmale_00004429-RA	0	0
H2NCmale_00004433-RA	0	0
H2NCmale_00004434-RA	0	0
H2NCmale_00004436-RA	0	0
H2NCmale_00004437-RA	0	0
H2NCmale_00004438-RA	0	0
H2NCmale_00004446-RA	0	0
H2NCmale_00004451-RA	0	0
H2NCmale_00004452-RA	0	0
H2NCmale_00004453-RA	0	0
H2NCmale_00004455-RA	0	0
H2NCmale_00004456-RA	0	0
H2NCmale_00004457-RA	0	0
H2NCmale_00004458-RA	0	0
H2NCmale_00004459-RA	0	0
H2NCmale_00004460-RA	0	0
H2NCmale_00004462-RA	0	0
H2NCmale_00004463-RA	0	0
H2NCmale_00004464-RA	0	0
H2NCmale_00004465-RA	0	0
H2NCmale_00004466-RA	0	0
H2NCmale_00004467-RA	0	0
H2NCmale_00004468-RA	0	0
H2NCmale_00004469-RA	0	0
H2NCmale_00004470-RA	0	0
H2NCmale_00004471-RA	0	0
H2NCmale_00004472-RA	0	0
H2NCmale_00004473-RA	0	0
H2NCmale_00004476-RA	0	0
H2NCmale_00004477-RA	0	0
H2NCmale_00004478-RA	0	0
H2NCmale_00004479-RA	0	0
H2NCmale_00004482-RA	0	0
H2NCmale_00004483-RA	0	0
H2NCmale_00004484-RA	0	0
H2NCmale_00004487-RA	0	0
H2NCmale_00004488-RA	0	0
H2NCmale_00004489-RA	0	0
H2NCmale_00004490-RA	0	0
H2NCmale_00004493-RA	0	0
H2NCmale_00004494-RA	0	0
H2NCmale_00004497-RA	0	0
H2NCmale_00004498-RA	0	0
H2NCmale_00004499-RA	0	0
H2NCmale_00004500-RA	0	0
H2NCmale_00004501-RA	0	0
H2NCmale_00004503-RA	0	0
H2NCmale_00004505-RA	0	0
H2NCmale_00004506-RA	0	0
H2NCmale_00004507-RA	0	0
H2NCmale_00004508-RA	0	0
H2NCmale_00004509-RA	0	0
H2NCmale_00004510-RA	0	0
H2NCmale_00004511-RA	0	0
H2NCmale_00004512-RA	0	0
H2NCmale_00004513-RA	0	0
H2NCmale_00004517-RA	0	0
H2NCmale_00004518-RA	0	0
H2NCmale_00004520-RA	0	0
H2NCmale_00004525-RA	0	0
H2NCmale_00004526-RA	0	0
H2NCmale_00004527-RA	0	0
H2NCmale_00004528-RA	0	0
H2NCmale_00004529-RA	0	0
H2NCmale_00004530-RA	0	0
H2NCmale_00004531-RA	0	0
H2NCmale_00004532-RA	0	0
H2NCmale_00004533-RA	0	0
H2NCmale_00004534-RA	0	0
H2NCmale_00004535-RA	0	0
H2NCmale_00004536-RA	0	0
H2NCmale_00004537-RA	0	0
H2NCmale_00004538-RA	0	0
H2NCmale_00004539-RA	0	0
H2NCmale_00004540-RA	0	0
H2NCmale_00004542-RA	0	0
H2NCmale_00004544-RA	0	0
H2NCmale_00004546-RA	0	0
H2NCmale_00004547-RA	0	0
H2NCmale_00004548-RA	0	0
H2NCmale_00004551-RA	0	0
H2NCmale_00004552-RA	0	0
H2NCmale_00004553-RA	0	0
H2NCmale_00004554-RA	0	0
H2NCmale_00004555-RA	0	0
H2NCmale_00004557-RA	0	0
H2NCmale_00004558-RA	0	0
H2NCmale_00004559-RA	0	0
H2NCmale_00004560-RA	0	0
H2NCmale_00004561-RA	0	0
H2NCmale_00004562-RA	0	0
H2NCmale_00004564-RA	0	0
H2NCmale_00004565-RA	0	0
H2NCmale_00004566-RA	0	0
H2NCmale_00004567-RA	0	0
H2NCmale_00004568-RA	0	0
H2NCmale_00004569-RA	0	0
H2NCmale_00004570-RA	0	0
H2NCmale_00004571-RA	0	0
H2NCmale_00004573-RA	0	0
H2NCmale_00004574-RA	0	0
H2NCmale_00004575-RA	0	0
H2NCmale_00004576-RA	0	0
H2NCmale_00004577-RA	0	0
H2NCmale_00004578-RA	0	0
H2NCmale_00004582-RA	0	0
H2NCmale_00004584-RA	0	0
H2NCmale_00004585-RA	0	0
H2NCmale_00004586-RA	0	0
H2NCmale_00004587-RA	0	0
H2NCmale_00004588-RA	0	0
H2NCmale_00004589-RA	0	0
H2NCmale_00004590-RA	0	0
H2NCmale_00004591-RA	0	0
H2NCmale_00004592-RA	0	0
H2NCmale_00004593-RA	0	0
H2NCmale_00004594-RA	0	0
H2NCmale_00004595-RA	0	0
H2NCmale_00004596-RA	0	0
H2NCmale_00004597-RA	0	0
H2NCmale_00004600-RA	0	0
H2NCmale_00004601-RA	0	0
H2NCmale_00004602-RA	0	0
H2NCmale_00004603-RA	0	0
H2NCmale_00004604-RA	0	0
H2NCmale_00004605-RA	0	0
H2NCmale_00004607-RA	0	0
H2NCmale_00004608-RA	0	0
H2NCmale_00004609-RA	0	0
H2NCmale_00004610-RA	0	0
H2NCmale_00004614-RA	0	0
H2NCmale_00004619-RA	0	0
H2NCmale_00004620-RA	0	0
H2NCmale_00004621-RA	0	0
H2NCmale_00004624-RA	0	0
H2NCmale_00004626-RA	0	0
H2NCmale_00004660-RA	0	0
H2NCmale_00004662-RA	0	0
H2NCmale_00004684-RA	0	0
H2NCmale_00004688-RA	0	0
H2NCmale_00004689-RA	0	0
H2NCmale_00004690-RA	0	0
H2NCmale_00004691-RA	0	0
H2NCmale_00004695-RA	0	0
H2NCmale_00004696-RA	0	0
H2NCmale_00004697-RA	0	0
H2NCmale_00004698-RA	0	0
H2NCmale_00004699-RA	0	0
H2NCmale_00004700-RA	0	0
H2NCmale_00004701-RA	0	0
H2NCmale_00004703-RA	0	0
H2NCmale_00004704-RA	0	0
H2NCmale_00004715-RA	0	0
H2NCmale_00004718-RA	0	0
H2NCmale_00004719-RA	0	0
H2NCmale_00004720-RA	0	0
H2NCmale_00004721-RA	0	0
H2NCmale_00004722-RA	0	0
H2NCmale_00004723-RA	0	0
H2NCmale_00004724-RA	0	0
H2NCmale_00004725-RA	0	0
H2NCmale_00004727-RA	0	0
H2NCmale_00004728-RA	0	0
H2NCmale_00004732-RA	0	0
H2NCmale_00004735-RA	0	0
H2NCmale_00004736-RA	0	0
H2NCmale_00004739-RA	0	0
H2NCmale_00004743-RA	0	0
H2NCmale_00004744-RA	0	0
H2NCmale_00004745-RA	0	0
H2NCmale_00004746-RA	0	0
H2NCmale_00004751-RA	0	0
H2NCmale_00004752-RA	0	0
H2NCmale_00004757-RA	0	0
H2NCmale_00004758-RA	0	0
H2NCmale_00004759-RA	0	0
H2NCmale_00004761-RA	0	0
H2NCmale_00004762-RA	0	0
H2NCmale_00004763-RA	0	0
H2NCmale_00004764-RA	0	0
H2NCmale_00004765-RA	0	0
H2NCmale_00004771-RA	0	0
H2NCmale_00004780-RA	0	0
H2NCmale_00004781-RA	0	0
H2NCmale_00004782-RA	0	0
H2NCmale_00004783-RA	0	0
H2NCmale_00004784-RA	0	0
H2NCmale_00004785-RA	0	0
H2NCmale_00004787-RA	0	0
H2NCmale_00004789-RA	0	0
H2NCmale_00004790-RA	0	0
H2NCmale_00004795-RA	0	0
H2NCmale_00004799-RA	0	0
H2NCmale_00004800-RA	0	0
H2NCmale_00004801-RA	0	0
H2NCmale_00004802-RA	0	0
H2NCmale_00004803-RA	0	0
H2NCmale_00004804-RA	0	0
H2NCmale_00004805-RA	0	0
H2NCmale_00004806-RA	0	0
H2NCmale_00004808-RA	0	0
H2NCmale_00004809-RA	0	0
H2NCmale_00004811-RA	0	0
H2NCmale_00004812-RA	0	0
H2NCmale_00004813-RA	0	0
H2NCmale_00004814-RA	0	0
H2NCmale_00004815-RA	0	0
H2NCmale_00004816-RA	0	0
H2NCmale_00004817-RA	0	0
H2NCmale_00004820-RA	0	0
H2NCmale_00004821-RA	0	0
H2NCmale_00004822-RA	0	0
H2NCmale_00004823-RA	0	0
H2NCmale_00004824-RA	0	0
H2NCmale_00004825-RA	0	0
H2NCmale_00004831-RA	0	0
H2NCmale_00004832-RA	0	0
H2NCmale_00004834-RA	0	0
H2NCmale_00004835-RA	0	0
H2NCmale_00004836-RA	0	0
H2NCmale_00004837-RA	0	0
H2NCmale_00004838-RA	0	0
H2NCmale_00004839-RA	0	0
H2NCmale_00004840-RA	0	0
H2NCmale_00004841-RA	0	0
H2NCmale_00004842-RA	0	0
H2NCmale_00004843-RA	0	0
H2NCmale_00004844-RA	0	0
H2NCmale_00004845-RA	0	0
H2NCmale_00004846-RA	0	0
H2NCmale_00004847-RA	0	0
H2NCmale_00004848-RA	0	0
H2NCmale_00004849-RA	0	0
H2NCmale_00004850-RA	0	0
H2NCmale_00004851-RA	0	0
H2NCmale_00004853-RA	0	0
H2NCmale_00004854-RA	0	0
H2NCmale_00004855-RA	0	0
H2NCmale_00004856-RA	0	0
H2NCmale_00004857-RA	0	0
H2NCmale_00004858-RA	0	0
H2NCmale_00004859-RA	0	0
H2NCmale_00004860-RA	0	0
H2NCmale_00004862-RA	0	0
H2NCmale_00004863-RA	0	0
H2NCmale_00004864-RA	0	0
H2NCmale_00004865-RA	0	0
H2NCmale_00004866-RA	0	0
H2NCmale_00004868-RA	0	0
H2NCmale_00004869-RA	0	0
H2NCmale_00004870-RA	0	0
H2NCmale_00004873-RA	0	0
H2NCmale_00004874-RA	0	0
H2NCmale_00004875-RA	0	0
H2NCmale_00004877-RA	0	0
H2NCmale_00004879-RA	0	0
H2NCmale_00004880-RA	0	0
H2NCmale_00004881-RA	0	0
H2NCmale_00004882-RA	0	0
H2NCmale_00004885-RA	0	0
H2NCmale_00004886-RA	0	0
H2NCmale_00004887-RA	0	0
H2NCmale_00004888-RA	0	0
H2NCmale_00004892-RA	0	0
H2NCmale_00004894-RA	0	0
H2NCmale_00004895-RA	0	0
H2NCmale_00004896-RA	0	0
H2NCmale_00004897-RA	0	0
H2NCmale_00004898-RA	0	0
H2NCmale_00004899-RA	0	0
H2NCmale_00004900-RA	0	0
H2NCmale_00004901-RA	0	0
H2NCmale_00004903-RA	0	0
H2NCmale_00004904-RA	0	0
H2NCmale_00004906-RA	0	0
H2NCmale_00004907-RA	0	0
H2NCmale_00004908-RA	0	0
H2NCmale_00004912-RA	0	0
H2NCmale_00004914-RA	0	0
H2NCmale_00004916-RA	0	0
H2NCmale_00004917-RA	0	0
H2NCmale_00004918-RA	0	0
H2NCmale_00004919-RA	0	0
H2NCmale_00004921-RA	0	0
H2NCmale_00004922-RA	0	0
H2NCmale_00004923-RA	0	0
H2NCmale_00004925-RA	0	0
H2NCmale_00004926-RA	0	0
H2NCmale_00004927-RA	0	0
H2NCmale_00004929-RA	0	0
H2NCmale_00004934-RA	0	0
H2NCmale_00004935-RA	0	0
H2NCmale_00004936-RA	0	0
H2NCmale_00004937-RA	0	0
H2NCmale_00004938-RA	0	0
H2NCmale_00004939-RA	0	0
H2NCmale_00004940-RA	0	0
H2NCmale_00004941-RA	0	0
H2NCmale_00004942-RA	0	0
H2NCmale_00004944-RA	0	0
H2NCmale_00004945-RA	0	0
H2NCmale_00004946-RA	0	0
H2NCmale_00004947-RA	0	0
H2NCmale_00004948-RA	0	0
H2NCmale_00004949-RA	0	0
H2NCmale_00004950-RA	0	0
H2NCmale_00004951-RA	0	0
H2NCmale_00004952-RA	0	0
H2NCmale_00004953-RA	0	0
H2NCmale_00004954-RA	0	0
H2NCmale_00004955-RA	0	0
H2NCmale_00004956-RA	0	0
H2NCmale_00004957-RA	0	0
H2NCmale_00004958-RA	0	0
H2NCmale_00004959-RA	0	0
H2NCmale_00004961-RA	0	0
H2NCmale_00004962-RA	0	0
H2NCmale_00004963-RA	0	0
H2NCmale_00004964-RA	0	0
H2NCmale_00004965-RA	0	0
H2NCmale_00004966-RA	0	0
H2NCmale_00004967-RA	0	0
H2NCmale_00004968-RA	0	0
H2NCmale_00004969-RA	0	0
H2NCmale_00004970-RA	0	0
H2NCmale_00004971-RA	0	0
H2NCmale_00004972-RA	0	0
H2NCmale_00004974-RA	0	0
H2NCmale_00004975-RA	0	0
H2NCmale_00004976-RA	0	0
H2NCmale_00004977-RA	0	0
H2NCmale_00004978-RA	0	0
H2NCmale_00004979-RA	0	0
H2NCmale_00004980-RA	0	0
H2NCmale_00004981-RA	0	0
H2NCmale_00004982-RA	0	0
H2NCmale_00004983-RA	0	0
H2NCmale_00004985-RA	0	0
H2NCmale_00004986-RA	0	0
H2NCmale_00004987-RA	0	0
H2NCmale_00004988-RA	0	0
H2NCmale_00004989-RA	0	0
H2NCmale_00004990-RA	0	0
H2NCmale_00004991-RA	0	0
H2NCmale_00004992-RA	0	0
H2NCmale_00004993-RA	0	0
H2NCmale_00004994-RA	0	0
H2NCmale_00004995-RA	0	0
H2NCmale_00004997-RA	0	0
H2NCmale_00004998-RA	0	0
H2NCmale_00005004-RA	0	0
H2NCmale_00005006-RA	0	0
H2NCmale_00005009-RA	0	0
H2NCmale_00005010-RA	0	0
H2NCmale_00005011-RA	0	0
H2NCmale_00005012-RA	0	0
H2NCmale_00005013-RA	0	0
H2NCmale_00005014-RA	0	0
H2NCmale_00005015-RA	0	0
H2NCmale_00005017-RA	0	0
H2NCmale_00005018-RA	0	0
H2NCmale_00005019-RA	0	0
H2NCmale_00005020-RA	0	0
H2NCmale_00005021-RA	0	0
H2NCmale_00005022-RA	0	0
H2NCmale_00005023-RA	0	0
H2NCmale_00005024-RA	0	0
H2NCmale_00005025-RA	0	0
H2NCmale_00005026-RA	0	0
H2NCmale_00005027-RA	0	0
H2NCmale_00005028-RA	0	0
H2NCmale_00005029-RA	0	0
H2NCmale_00005030-RA	0	0
H2NCmale_00005031-RA	0	0
H2NCmale_00005033-RA	0	0
H2NCmale_00005036-RA	0	0
H2NCmale_00005037-RA	0	0
H2NCmale_00005038-RA	0	0
H2NCmale_00005039-RA	0	0
H2NCmale_00005041-RA	0	0
H2NCmale_00005042-RA	0	0
H2NCmale_00005043-RA	0	0
H2NCmale_00005044-RA	0	0
H2NCmale_00005046-RA	0	0
H2NCmale_00005047-RA	0	0
H2NCmale_00005049-RA	0	0
H2NCmale_00005050-RA	0	0
H2NCmale_00005051-RA	0	0
H2NCmale_00005052-RA	0	0
H2NCmale_00005053-RA	0	0
H2NCmale_00005054-RA	0	0
H2NCmale_00005055-RA	0	0
H2NCmale_00005056-RA	0	0
H2NCmale_00005057-RA	0	0
H2NCmale_00005059-RA	0	0
H2NCmale_00005060-RA	0	0
H2NCmale_00005063-RA	0	0
H2NCmale_00005064-RA	0	0
H2NCmale_00005065-RA	0	0
H2NCmale_00005066-RA	0	0
H2NCmale_00005068-RA	0	0
H2NCmale_00005069-RA	0	0
H2NCmale_00005072-RA	0	0
H2NCmale_00005074-RA	0	0
H2NCmale_00005075-RA	0	0
H2NCmale_00005077-RA	0	0
H2NCmale_00005078-RA	0	0
H2NCmale_00005079-RA	0	0
H2NCmale_00005080-RA	0	0
H2NCmale_00005083-RA	0	0
H2NCmale_00005084-RA	0	0
H2NCmale_00005085-RA	0	0
H2NCmale_00005087-RA	0	0
H2NCmale_00005088-RA	0	0
H2NCmale_00005089-RA	0	0
H2NCmale_00005090-RA	0	0
H2NCmale_00005093-RA	0	0
H2NCmale_00005094-RA	0	0
H2NCmale_00005095-RA	0	0
H2NCmale_00005096-RA	0	0
H2NCmale_00005097-RA	0	0
H2NCmale_00005099-RA	0	0
H2NCmale_00005100-RA	0	0
H2NCmale_00005101-RA	0	0
H2NCmale_00005102-RA	0	0
H2NCmale_00005103-RA	0	0
H2NCmale_00005105-RA	0	0
H2NCmale_00005108-RA	0	0
H2NCmale_00005110-RA	0	0
H2NCmale_00005111-RA	0	0
H2NCmale_00005112-RA	0	0
H2NCmale_00005113-RA	0	0
H2NCmale_00005115-RA	0	0
H2NCmale_00005116-RA	0	0
H2NCmale_00005117-RA	0	0
H2NCmale_00005118-RA	0	0
H2NCmale_00005119-RA	0	0
H2NCmale_00005120-RA	0	0
H2NCmale_00005121-RA	0	0
H2NCmale_00005122-RA	0	0
H2NCmale_00005123-RA	0	0
H2NCmale_00005124-RA	0	0
H2NCmale_00005125-RA	0	0
H2NCmale_00005126-RA	0	0
H2NCmale_00005127-RA	0	0
H2NCmale_00005128-RA	0	0
H2NCmale_00005129-RA	0	0
H2NCmale_00005130-RA	0	0
H2NCmale_00005131-RA	0	0
H2NCmale_00005132-RA	0	0
H2NCmale_00005137-RA	0	0
H2NCmale_00005138-RA	0	0
H2NCmale_00005139-RA	0	0
H2NCmale_00005141-RA	0	0
H2NCmale_00005144-RA	0	0
H2NCmale_00005145-RA	0	0
H2NCmale_00005147-RA	0	0
H2NCmale_00005148-RA	0	0
H2NCmale_00005149-RA	0	0
H2NCmale_00005150-RA	0	0
H2NCmale_00005151-RA	0	0
H2NCmale_00005152-RA	0	0
H2NCmale_00005153-RA	0	0
H2NCmale_00005154-RA	0	0
H2NCmale_00005155-RA	0	0
H2NCmale_00005156-RA	0	0
H2NCmale_00005157-RA	0	0
H2NCmale_00005158-RA	0	0
H2NCmale_00005159-RA	0	0
H2NCmale_00005160-RA	0	0
H2NCmale_00005161-RA	0	0
H2NCmale_00005162-RA	0	0
H2NCmale_00005165-RA	0	0
H2NCmale_00005166-RA	0	0
H2NCmale_00005167-RA	0	0
H2NCmale_00005170-RA	0	0
H2NCmale_00005171-RA	0	0
H2NCmale_00005172-RA	0	0
H2NCmale_00005174-RA	0	0
H2NCmale_00005175-RA	0	0
H2NCmale_00005176-RA	0	0
H2NCmale_00005177-RA	0	0
H2NCmale_00005179-RA	0	0
H2NCmale_00005180-RA	0	0
H2NCmale_00005182-RA	0	0
H2NCmale_00005183-RA	0	0
H2NCmale_00005184-RA	0	0
H2NCmale_00005200-RA	0	0
H2NCmale_00005201-RA	0	0
H2NCmale_00005202-RA	0	0
H2NCmale_00005203-RA	0	0
H2NCmale_00005204-RA	0	0
H2NCmale_00005205-RA	0	0
H2NCmale_00005206-RA	0	0
H2NCmale_00005208-RA	0	0
H2NCmale_00005209-RA	0	0
H2NCmale_00005211-RA	0	0
H2NCmale_00005212-RA	0	0
H2NCmale_00005213-RA	0	0
H2NCmale_00005214-RA	0	0
H2NCmale_00005215-RA	0	0
H2NCmale_00005216-RA	0	0
H2NCmale_00005217-RA	0	0
H2NCmale_00005218-RA	0	0
H2NCmale_00005219-RA	0	0
H2NCmale_00005220-RA	0	0
H2NCmale_00005221-RA	0	0
H2NCmale_00005222-RA	0	0
H2NCmale_00005224-RA	0	0
H2NCmale_00005225-RA	0	0
H2NCmale_00005226-RA	0	0
H2NCmale_00005227-RA	0	0
H2NCmale_00005228-RA	0	0
H2NCmale_00005229-RA	0	0
H2NCmale_00005230-RA	0	0
H2NCmale_00005231-RA	0	0
H2NCmale_00005232-RA	0	0
H2NCmale_00005233-RA	0	0
H2NCmale_00005235-RA	0	0
H2NCmale_00005236-RA	0	0
H2NCmale_00005237-RA	0	0
H2NCmale_00005238-RA	0	0
H2NCmale_00005239-RA	0	0
H2NCmale_00005240-RA	0	0
H2NCmale_00005241-RA	0	0
H2NCmale_00005242-RA	0	0
H2NCmale_00005243-RA	0	0
H2NCmale_00005244-RA	0	0
H2NCmale_00005245-RA	0	0
H2NCmale_00005247-RA	0	0
H2NCmale_00005248-RA	0	0
H2NCmale_00005249-RA	0	0
H2NCmale_00005250-RA	0	0
H2NCmale_00005251-RA	0	0
H2NCmale_00005252-RA	0	0
H2NCmale_00005253-RA	0	0
H2NCmale_00005254-RA	0	0
H2NCmale_00005255-RA	0	0
H2NCmale_00005256-RA	0	0
H2NCmale_00005257-RA	0	0
H2NCmale_00005259-RA	0	0
H2NCmale_00005262-RA	0	0
H2NCmale_00005263-RA	0	0
H2NCmale_00005267-RA	0	0
H2NCmale_00005269-RA	0	0
H2NCmale_00005270-RA	0	0
H2NCmale_00005271-RA	0	0
H2NCmale_00005272-RA	0	0
H2NCmale_00005273-RA	0	0
H2NCmale_00005274-RA	0	0
H2NCmale_00005275-RA	0	0
H2NCmale_00005276-RA	0	0
H2NCmale_00005277-RA	0	0
H2NCmale_00005278-RA	0	0
H2NCmale_00005279-RA	0	0
H2NCmale_00005280-RA	0	0
H2NCmale_00005281-RA	0	0
H2NCmale_00005282-RA	0	0
H2NCmale_00005283-RA	0	0
H2NCmale_00005286-RA	0	0
H2NCmale_00005287-RA	0	0
H2NCmale_00005288-RA	0	0
H2NCmale_00005289-RA	0	0
H2NCmale_00005290-RA	0	0
H2NCmale_00005291-RA	0	0
H2NCmale_00005293-RA	0	0
H2NCmale_00005295-RA	0	0
H2NCmale_00005296-RA	0	0
H2NCmale_00005297-RA	0	0
H2NCmale_00005299-RA	0	0
H2NCmale_00005300-RA	0	0
H2NCmale_00005301-RA	0	0
H2NCmale_00005304-RA	0	0
H2NCmale_00005307-RA	0	0
H2NCmale_00005309-RA	0	0
H2NCmale_00005310-RA	0	0
H2NCmale_00005311-RA	0	0
H2NCmale_00005312-RA	0	0
H2NCmale_00005314-RA	0	0
H2NCmale_00005315-RA	0	0
H2NCmale_00005316-RA	0	0
H2NCmale_00005317-RA	0	0
H2NCmale_00005318-RA	0	0
H2NCmale_00005319-RA	0	0
H2NCmale_00005320-RA	0	0
H2NCmale_00005321-RA	0	0
H2NCmale_00005322-RA	0	0
H2NCmale_00005323-RA	0	0
H2NCmale_00005327-RA	0	0
H2NCmale_00005330-RA	0	0
H2NCmale_00005331-RA	0	0
H2NCmale_00005334-RA	0	0
H2NCmale_00005335-RA	0	0
H2NCmale_00005336-RA	0	0
H2NCmale_00005337-RA	0	0
H2NCmale_00005338-RA	0	0
H2NCmale_00005341-RA	0	0
H2NCmale_00005343-RA	0	0
H2NCmale_00005344-RA	0	0
H2NCmale_00005347-RA	0	0
H2NCmale_00005348-RA	0	0
H2NCmale_00005349-RA	0	0
H2NCmale_00005350-RA	0	0
H2NCmale_00005351-RA	0	0
H2NCmale_00005352-RA	0	0
H2NCmale_00005353-RA	0	0
H2NCmale_00005354-RA	0	0
H2NCmale_00005355-RA	0	0
H2NCmale_00005361-RA	0	0
H2NCmale_00005364-RA	0	0
H2NCmale_00005365-RA	0	0
H2NCmale_00005366-RA	0	0
H2NCmale_00005367-RA	0	0
H2NCmale_00005370-RA	0	0
H2NCmale_00005371-RA	0	0
H2NCmale_00005372-RA	0	0
H2NCmale_00005373-RA	0	0
H2NCmale_00005374-RA	0	0
H2NCmale_00005375-RA	0	0
H2NCmale_00005376-RA	0	0
H2NCmale_00005377-RA	0	0
H2NCmale_00005378-RA	0	0
H2NCmale_00005380-RA	0	0
H2NCmale_00005381-RA	0	0
H2NCmale_00005383-RA	0	0
H2NCmale_00005384-RA	0	0
H2NCmale_00005385-RA	0	0
H2NCmale_00005387-RA	0	0
H2NCmale_00005390-RA	0	0
H2NCmale_00005395-RA	0	0
H2NCmale_00005399-RA	0	0
H2NCmale_00005402-RA	0	0
H2NCmale_00005403-RA	0	0
H2NCmale_00005404-RA	0	0
H2NCmale_00005405-RA	0	0
H2NCmale_00005406-RA	0	0
H2NCmale_00005407-RA	0	0
H2NCmale_00005409-RA	0	0
H2NCmale_00005415-RA	0	0
H2NCmale_00005416-RA	0	0
H2NCmale_00005419-RA	0	0
H2NCmale_00005422-RA	0	0
H2NCmale_00005423-RA	0	0
H2NCmale_00005424-RA	0	0
H2NCmale_00005425-RA	0	0
H2NCmale_00005426-RA	0	0
H2NCmale_00005427-RA	0	0
H2NCmale_00005428-RA	0	0
H2NCmale_00005429-RA	0	0
H2NCmale_00005431-RA	0	0
H2NCmale_00005432-RA	0	0
H2NCmale_00005434-RA	0	0
H2NCmale_00005435-RA	0	0
H2NCmale_00005436-RA	0	0
H2NCmale_00005437-RA	0	0
H2NCmale_00005439-RA	0	0
H2NCmale_00005441-RA	0	0
H2NCmale_00005442-RA	0	0
H2NCmale_00005443-RA	0	0
H2NCmale_00005444-RA	0	0
H2NCmale_00005445-RA	0	0
H2NCmale_00005446-RA	0	0
H2NCmale_00005447-RA	0	0
H2NCmale_00005448-RA	0	0
H2NCmale_00005449-RA	0	0
H2NCmale_00005450-RA	0	0
H2NCmale_00005451-RA	0	0
H2NCmale_00005452-RA	0	0
H2NCmale_00005453-RA	0	0
H2NCmale_00005454-RA	0	0
H2NCmale_00005455-RA	0	0
H2NCmale_00005456-RA	0	0
H2NCmale_00005457-RA	0	0
H2NCmale_00005458-RA	0	0
H2NCmale_00005459-RA	0	0
H2NCmale_00005460-RA	0	0
H2NCmale_00005463-RA	0	0
H2NCmale_00005464-RA	0	0
H2NCmale_00005465-RA	0	0
H2NCmale_00005466-RA	0	0
H2NCmale_00005467-RA	0	0
